development_p50_ms,development_recall,node_budget,pool_size,status,target,selection_status,evaluation_status,measurement_key,evaluation_recall,evaluation_p10_recall,evaluation_empty_rate,api_p50_ms,api_p95_ms,requests,achieved,speedup,speedup_ci_low,speedup_ci_high,quality_ci_low,quality_ci_high
0.05818670615553856,1.0,262144,1000,selected,0.95,selected,complete,evaluation:n1000-branch-b262144,1.0,1.0,0.0,0.0590828713029623,0.06533276755362749,600,True,0.7567179883275076,0.7517517878110088,0.7600804095580334,1.0,1.0
0.05818670615553856,1.0,262144,1000,selected,0.99,selected,complete,evaluation:n1000-branch-b262144,1.0,1.0,0.0,0.0590828713029623,0.06533276755362749,600,True,0.7567179883275076,0.7517517878110088,0.7600804095580334,1.0,1.0
0.14481227844953537,0.9998,512,3000,selected,0.95,selected,complete,evaluation:n3000-branch-b512,0.9997499999999999,1.0,0.0,0.14875014312565327,0.16235010698437685,600,True,0.6773103429924696,0.6745952359379247,0.6815079709256959,0.9994500000000001,0.99995
0.14481227844953537,0.9998,512,3000,selected,0.99,selected,complete,evaluation:n3000-branch-b512,0.9997499999999999,1.0,0.0,0.14875014312565327,0.16235010698437685,600,True,0.6773103429924696,0.6745952359379247,0.6815079709256959,0.9994500000000001,0.99995
0.5207287613302469,1.0,8192,10000,selected,0.95,selected,complete,evaluation:n10000-branch-b8192,1.0,1.0,0.0,0.5224375054240227,0.5848370725288987,600,True,0.5525382244461756,0.5472497663846375,0.5573813007802694,1.0,1.0
0.5207287613302469,1.0,8192,10000,selected,0.99,selected,complete,evaluation:n10000-branch-b8192,1.0,1.0,0.0,0.5224375054240227,0.5848370725288987,600,True,0.5525382244461756,0.5472497663846375,0.5573813007802694,1.0,1.0
0.9977086447179317,0.9608,2048,30000,selected,0.95,selected,complete,evaluation:n30000-branch-b2048,0.9616500000000001,0.91,0.0,1.0323335882276297,1.2247784063220024,600,True,0.7869106207961092,0.7803104300798447,0.7919499874211838,0.9549475000000001,0.96745
2.277228981256485,1.0,65536,30000,selected,0.99,selected,complete,evaluation:n30000-branch-b65536,1.0,1.0,0.0,2.4148744996637106,3.2230226090177885,600,True,0.3363960590473772,0.3300508520381719,0.34015706111058613,1.0,1.0
8.669458329677582,0.9945,8192,100000,selected,0.95,selected,complete,evaluation:n100000-branch-b8192,0.9936500000000001,0.98,0.0,10.51447936333716,12.374699651263654,600,True,0.2501510816864151,0.2477071737473189,0.2523186194333526,0.99125,0.99555
8.669458329677582,0.9945,8192,100000,selected,0.99,selected,complete,evaluation:n100000-branch-b8192,0.9936500000000001,0.98,0.0,10.51447936333716,12.374699651263654,600,True,0.2501510816864151,0.2477071737473189,0.2523186194333526,0.99125,0.99555
27.450229274109006,0.9589000000000002,8192,300000,selected,0.95,selected,complete,evaluation:n300000-branch-b8192,0.9609000000000001,0.899,0.0,28.54454144835472,30.043429136276245,600,True,0.266311147717148,0.2652422489064108,0.26749460011193366,0.9543,0.9671525000000001
97.43750025518239,0.9999000000000001,32768,300000,selected,0.99,selected,complete,evaluation:n300000-branch-b32768,0.99995,1.0,0.0,117.02645849436522,129.61406640242782,600,True,0.06495735829292884,0.06464856553754378,0.06521299899851248,0.99985,1.0
239.80639618821442,0.9930000000000001,32768,1000000,selected,0.95,selected,complete,evaluation:n1000000-branch-b32768,0.9926,0.979,0.0,244.98483282513916,261.5240103332326,600,True,0.1026042270435289,0.10231174098162975,0.10291209189155463,0.9906974999999999,0.9944500000000001
239.80639618821442,0.9930000000000001,32768,1000000,selected,0.99,selected,complete,evaluation:n1000000-branch-b32768,0.9926,0.979,0.0,244.98483282513916,261.5240103332326,600,True,0.1026042270435289,0.10231174098162975,0.10291209189155463,0.9906974999999999,0.9944500000000001
