method,clusters,router,setting_id,top_k,probes,repetitions,leaf_size,node_budget,exploration,seed,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,start_depth,candidate_target
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00442,10,118,1,2048,512,0,42,3000,3,True,True,0.9002,1.2732084996969206,1.4092080000409624,3839.453264974509,1.2726040004054084,1.271270999495755,1.276375000088592,76110336,221872128,29231.202,118.0,0.0,513.787,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00471,100,513,1,2048,8192,0,42,3000,3,True,True,0.95003,5.167395999706059,5.474208649229695,15472.466192986758,5.168707999473554,5.166916500456864,5.168728999706218,76110336,221872128,125302.799,513.0,0.0,2207.033,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00427,1,527,1,2048,8192,0,42,3000,3,True,True,0.99,5.584374500358535,5.925653850135859,16718.7014969968,5.582750000030501,5.578582999987702,5.591083499894012,76110336,221872128,128686.342,527.0,0.0,2266.713,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00422,1,125,1,2048,512,0,42,3000,3,True,True,0.95,1.4150835004329565,1.5637583500392793,4262.829567909648,1.4171875000101863,1.412874499692407,1.4179375002640882,76110336,221872128,30948.356,125.0,0.0,544.017,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00438,10,35,1,2048,512,0,42,3000,3,True,True,0.8008,0.44768750012735836,0.5078350995972869,1349.0777019633242,0.44643749970418867,0.44531200001074467,0.45154200051911175,76110336,221872128,8847.072,35.0,0.0,155.191,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00415,1,15,1,2048,8192,0,42,3000,3,True,True,0.804,0.2520204998290865,0.2881732006244419,759.888747930745,0.25281250054831617,0.25091699990298366,0.2529379999032244,76110336,221872128,3886.685,15.0,0.0,68.073,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00467,100,246,1,2048,8192,0,42,3000,3,True,True,0.90028,2.561979499660083,2.7694600986251316,7697.583669938467,2.562145999945642,2.5588329999663983,2.564708499448898,76110336,221872128,60451.827,246.0,0.0,1063.755,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00459,100,9,1,2048,8192,0,42,3000,3,True,True,0.51447,0.20724999922094867,0.23583399888593704,625.6635469180765,0.20754100023623323,0.2060625001831795,0.2083335002680542,76110336,221872128,2366.209,9.0,0.0,41.376,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00451,10,994,1,2048,8192,0,42,3000,3,True,True,0.99,9.802145499634207,10.243387499849632,29361.975306002932,9.805562500332599,9.79454150001402,9.809604000110994,76110336,221872128,242528.686,994.0,0.0,4272.753,0.0,0.0,0.0,,
branch,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/nomic-msmarco-d256/routers/ivf-4096-seed42,main-s00411,1,2,1,2048,8192,0,42,3000,3,True,True,0.552,0.1094170002033934,0.12150414931966222,330.8315010399383,0.10956249934679363,0.10916600058408221,0.10956250025628833,76110336,221872128,535.118,2.0,0.0,9.336,0.0,0.0,0.0,,
